Pavarde       Vardas       Galutinis-vidurkis  Galutinis-mediana  Kategorija  
Pavarde975    Vardas975    4.96                5.20               vargsiukas  
Pavarde9750   Vardas9750   6.68                7.40               kietiakas   
Pavarde9751   Vardas9751   4.84                4.60               vargsiukas  
Pavarde9752   Vardas9752   4.92                4.20               vargsiukas  
Pavarde9753   Vardas9753   8.28                8.60               kietiakas   
Pavarde9754   Vardas9754   7.44                8.00               kietiakas   
Pavarde9755   Vardas9755   4.12                4.20               vargsiukas  
Pavarde9756   Vardas9756   7.48                7.00               kietiakas   
Pavarde9757   Vardas9757   3.44                3.20               vargsiukas  
Pavarde9758   Vardas9758   2.84                2.20               vargsiukas  
Pavarde9759   Vardas9759   8.52                8.60               kietiakas   
Pavarde976    Vardas976    7.24                7.00               kietiakas   
Pavarde9760   Vardas9760   2.52                2.20               vargsiukas  
Pavarde9761   Vardas9761   5.16                5.00               kietiakas   
Pavarde9762   Vardas9762   6.60                6.20               kietiakas   
Pavarde9763   Vardas9763   2.92                3.00               vargsiukas  
Pavarde9764   Vardas9764   4.52                4.20               vargsiukas  
Pavarde9765   Vardas9765   7.04                7.60               kietiakas   
Pavarde9766   Vardas9766   4.64                5.20               vargsiukas  
Pavarde9767   Vardas9767   3.36                2.80               vargsiukas  
Pavarde9768   Vardas9768   7.24                6.60               kietiakas   
Pavarde9769   Vardas9769   4.16                4.00               vargsiukas  
Pavarde977    Vardas977    3.00                3.40               vargsiukas  
Pavarde9770   Vardas9770   3.80                3.80               vargsiukas  
Pavarde9771   Vardas9771   3.48                4.20               vargsiukas  
Pavarde9772   Vardas9772   6.68                6.60               kietiakas   
Pavarde9773   Vardas9773   4.96                4.80               vargsiukas  
Pavarde9774   Vardas9774   5.68                5.20               kietiakas   
Pavarde9775   Vardas9775   6.28                6.20               kietiakas   
Pavarde9776   Vardas9776   8.48                9.60               kietiakas   
Pavarde9777   Vardas9777   3.32                3.40               vargsiukas  
Pavarde9778   Vardas9778   6.48                6.00               kietiakas   
Pavarde9779   Vardas9779   4.68                4.60               vargsiukas  
Pavarde978    Vardas978    5.40                5.80               kietiakas   
Pavarde9780   Vardas9780   3.32                3.40               vargsiukas  
Pavarde9781   Vardas9781   5.12                6.00               kietiakas   
Pavarde9782   Vardas9782   6.88                6.80               kietiakas   
Pavarde9783   Vardas9783   7.80                7.80               kietiakas   
Pavarde9784   Vardas9784   6.08                6.40               kietiakas   
Pavarde9785   Vardas9785   6.80                6.40               kietiakas   
Pavarde9786   Vardas9786   6.44                6.60               kietiakas   
Pavarde9787   Vardas9787   2.60                3.00               vargsiukas  
Pavarde9788   Vardas9788   8.16                7.60               kietiakas   
Pavarde9789   Vardas9789   3.64                3.00               vargsiukas  
Pavarde979    Vardas979    3.68                3.60               vargsiukas  
Pavarde9790   Vardas9790   8.64                8.80               kietiakas   
Pavarde9791   Vardas9791   3.52                4.00               vargsiukas  
Pavarde9792   Vardas9792   7.64                7.80               kietiakas   
Pavarde9793   Vardas9793   8.00                7.60               kietiakas   
Pavarde9794   Vardas9794   7.28                7.20               kietiakas   
Pavarde9795   Vardas9795   4.32                3.60               vargsiukas  
Pavarde9796   Vardas9796   5.92                6.00               kietiakas   
Pavarde9797   Vardas9797   6.40                6.00               kietiakas   
Pavarde9798   Vardas9798   4.68                4.20               vargsiukas  
Pavarde9799   Vardas9799   4.28                4.60               vargsiukas  
Pavarde98     Vardas98     4.28                4.20               vargsiukas  
Pavarde980    Vardas980    3.72                3.80               vargsiukas  
Pavarde9800   Vardas9800   7.08                7.00               kietiakas   
Pavarde9801   Vardas9801   5.72                6.20               kietiakas   
Pavarde9802   Vardas9802   7.64                8.20               kietiakas   
Pavarde9803   Vardas9803   6.76                5.80               kietiakas   
Pavarde9804   Vardas9804   6.44                6.20               kietiakas   
Pavarde9805   Vardas9805   7.24                7.00               kietiakas   
Pavarde9806   Vardas9806   5.12                5.20               kietiakas   
Pavarde9807   Vardas9807   7.00                6.20               kietiakas   
Pavarde9808   Vardas9808   3.28                3.60               vargsiukas  
Pavarde9809   Vardas9809   5.44                5.20               kietiakas   
Pavarde981    Vardas981    3.48                2.60               vargsiukas  
Pavarde9810   Vardas9810   6.08                6.40               kietiakas   
Pavarde9811   Vardas9811   8.04                8.20               kietiakas   
Pavarde9812   Vardas9812   6.04                6.20               kietiakas   
Pavarde9813   Vardas9813   8.72                8.40               kietiakas   
Pavarde9814   Vardas9814   5.84                6.00               kietiakas   
Pavarde9815   Vardas9815   7.00                7.00               kietiakas   
Pavarde9816   Vardas9816   3.08                3.80               vargsiukas  
Pavarde9817   Vardas9817   6.36                6.60               kietiakas   
Pavarde9818   Vardas9818   2.48                2.80               vargsiukas  
Pavarde9819   Vardas9819   8.48                8.00               kietiakas   
Pavarde982    Vardas982    7.80                7.80               kietiakas   
Pavarde9820   Vardas9820   8.16                8.40               kietiakas   
Pavarde9821   Vardas9821   3.44                3.60               vargsiukas  
Pavarde9822   Vardas9822   6.92                6.60               kietiakas   
Pavarde9823   Vardas9823   5.24                5.80               kietiakas   
Pavarde9824   Vardas9824   7.20                7.20               kietiakas   
Pavarde9825   Vardas9825   3.32                3.00               vargsiukas  
Pavarde9826   Vardas9826   7.44                7.20               kietiakas   
Pavarde9827   Vardas9827   8.40                8.80               kietiakas   
Pavarde9828   Vardas9828   7.56                7.80               kietiakas   
Pavarde9829   Vardas9829   4.04                4.20               vargsiukas  
Pavarde983    Vardas983    2.84                2.60               vargsiukas  
Pavarde9830   Vardas9830   4.24                3.60               vargsiukas  
Pavarde9831   Vardas9831   6.80                6.40               kietiakas   
Pavarde9832   Vardas9832   5.08                5.00               kietiakas   
Pavarde9833   Vardas9833   4.44                4.20               vargsiukas  
Pavarde9834   Vardas9834   6.36                6.60               kietiakas   
Pavarde9835   Vardas9835   7.80                8.20               kietiakas   
Pavarde9836   Vardas9836   5.68                6.00               kietiakas   
Pavarde9837   Vardas9837   5.12                5.20               kietiakas   
Pavarde9838   Vardas9838   3.04                3.20               vargsiukas  
Pavarde9839   Vardas9839   5.40                4.60               kietiakas   
Pavarde984    Vardas984    3.00                3.80               vargsiukas  
Pavarde9840   Vardas9840   5.68                4.80               kietiakas   
Pavarde9841   Vardas9841   5.76                6.00               kietiakas   
Pavarde9842   Vardas9842   3.88                4.20               vargsiukas  
Pavarde9843   Vardas9843   7.52                7.20               kietiakas   
Pavarde9844   Vardas9844   4.72                5.20               vargsiukas  
Pavarde9845   Vardas9845   4.76                3.80               vargsiukas  
Pavarde9846   Vardas9846   7.44                7.60               kietiakas   
